-armig;-karú
Angst haben;fél
Angst haben;fél, aggódik
Angst haben;aggódik
angucken;megnéz
Anh. (Anhang);függ. (függelék)
anhaben;visel
anhaben;hord vmit
anhaften;rátapad
Anhalt (r);támasz
anhalten;megállít
anhalten;megmarad
anhalten;megáll
anhalten s.;vmihez tartja magát
anhalten s.;fogódzkodik
Anhalter (r);stoppos
Anhalter (r);stoppoló
Anhalter (r);stop
Anhaltspunkt (r);támpont
Anhang (r);pótlás
Anhang (r);függelék
anhauchen;rálehel
Anhänge (Pl.);hozzátartozók
anhängen;ráakaszt
anhängen;csatlakozik
Anhänger (r);pótkocsi
Anhänger (r);követő
anhänglich;ragaszkodó
Anhängsel;kolonc
Anhängsel;pereputty
Anhängsel;függő (ékszer)
Anhängsel (s);pereputty
Anhängsel (s);kolonc
Anhängsel (s);függő (ékszer)
anhäufen;gyüjt
anhäufen;gyűjt
anhäufen;felhalmoz
anhäufen s.;felhalmozódik
anheften;ráköt
anheimfallen;rászáll
anheimfallen;osztályrészül jut
Anhöhe (e);magaslat
Anhöhe (e);domb
anhören;meghallgat
Ank. (Ankunft);érk. (érkezés)
Ankauf (r);megvétel
Anker (r);horgony
anketten;megláncol
anklagen;vádol
anklammern;odakapcsol
anklammern s.;belekapaszkodik
Anklang (r);visszhang
Anklang (r);csengetés
Ankläger (r);vádló
ankleben;ráragaszt
ankleben;ráragad
ankleiden;felöltöztet
ankleiden s.;felöltözik
anklingen;felcsendül
anklopfen;kopogtat
anklopfen;bekopog
anknöpfen;rásóz
anknöpfen;felgombol
anknüpfen;odakötöz
anknüpfen;kapcsolatot létesít
ankommen;megérkezik
ankommen;elfog
ankommen;elér (sikere van)
Ankömmling (r);jövevény
Ankunft (e);érkezés
Ankunftseite (e);érkezési oldal
ankurben;beindít (motort)
ankündigen;bejelent
anlachen;ránevet (vkire)
Anlage (e);melléklet
Anlage (e);park
Anlage (e);létesítmény
Anlage (e);képesség
anlagen;vonatkozik
anlagen;megérkezik
anlassen;magán tart (nem vet le)
anlassen;elindít
anlassen;beindít
Anlasser (r);önindító
Anlaß (r);indíték
Anlaß (r);indok
Anlaß (r);alkalom
Anlaß nehmen;megragadja az alkalmat
Anlauf (r);nekifutás
Anlauf (r);csődület
anlaufen;nekiiramodik
anlaufen;megrohan
anlaufen;elhomályosodik
anlaufen;befut (hajó)
anlächeln;rámosolyog
anläßlich;alkalmából
anläuten;felhív (tel.)
anläuten;becsenget
anlegen;rátesz
anlegen;létesít
anlegen;kiköt (hajó)
anlegen;befektet
anlehnen;nekitámaszt
anlehnen s.;támaszkodik
Anleihe (e);kölcsön
anleiten;útba igazít
anleiten;rávezet
anlernen;betanít
anliegen;hozzásimul vmihez
anliegen;vmivel szomszédos
Anliegen;kérelem
Anliegen;cél
Anliegen (s);kérelem
Anliegen (s);cél
anliegend;szomszédos
anliegend;szoros
anliegend;mellékelt
anlocken;odacsalogat
anlocken;odacsábít
anlügen;hazudik
anlügen jn.;hazudik vkinek
Anm. (Anmerkung);megj. (megjegyzés)
anmachen;megcsinál
anmachen;odaerősít
anmachen;felszerel
anmalen;bemázol
anmalen;befest
anmarschieren;közeledik
anmarschieren;előnyomul
Anmaßung (e);arcátlanság
anmelden;benevez
anmelden;bejelent
anmerken;megjelöl
anmerken;megjegyez
anmessen;vmihez hozzámér
anmessen;mértéket vesz
Anmut (e);báj
anmuten;tűnik
anmuten;tünik
anmuten;tetszik
anmutig;kedves
anmutig;kecses
anmutig;bájos
annageln;rászegez
annagen;megrág
Annahme (e);elfogadás
Annahme (e);feltevés
Annahme (e);átvétel
annähen;felvarr
annähern;közelít
annehmbar;feltehető
annehmbar;elfogadható
annehmen;feltételez
annehmen;elfogad
annehmen;átvesz
annieten;rászegecsel
Annonce (e);apróhirdetés
annullieren;érvénytelenít
anordnen;elrendez
anordnen;elrendel
anpacken;megfog
anpassen;hozzáillik
anpassen;hozzáidomít
anpassen s.;alkalmazkodik
anpflanzen;beültet
anpochen;bekopog
anprallen;nekiütközik vminek
anpreisen;felmagasztal
anprobieren;felpróbál
anpumpen;megvág
anrauchen;rágyújt
anrechnen;felszámít
Anrecht;jog
Anrecht;igény
Anrecht (s);jog
Anrecht (s);igény
Anrede (e);megszólítás
anreden;megszólít
anregen;ösztönöz
anregen;kezdeményez
anregen;biztat
anreiben;bedörzsöl
Anreiner (r);ottlakó
Anreiz (r);ösztönzés
Anreiz (r);ingerlés
Anreiz (r);csábítás
anreizend;csábító
anrennen;nekiiramodik
anrennen;megrohan
anrichten;elkövet
anrichten;feltálal
anrichten;elkészít
Anruf (r);telefonhívás
Anruf (r);felszólítás
Anruf (r);felhívás
anrufen;felhív (tel.)
anrüchig;hírhedt
anrücken;odatol
anrücken;közeledik
anrücken;előnyomul
anrühren;megérint
anrühren;hozzányúl
anrühren;elkever
ans Tageslicht kommen;kiderül
Ansage (e);bemondás
Ansage (e);bejelentés
Ansager (r);bemondó
ansammeln;összegyűjt
ansammeln;összegyüjt
ansammeln;felhalmoz
Ansatz (r);összeg
Ansatz (r);kezdet
Ansatz (r);toldás
Ansatz (r);toldalék
Ansatz (r);hajlam
ansässig;letelepedett
ansässig;illetőségű
ansässig;illetőségü
anschaffen;megszerez
anschaffen;megrendel
anschauen;ránéz
anschauen;megnéz
anschaulich;szemléltető
anschaulich;szemléletes
Anschauung (e);nézet
Anschauung (e);vélemény
Anschauung (e);szemlélet
Anschauung (e);megnézés
Anschein (r);látszat
anscheinend;látszólag
Anschlag (r);ütés
Anschlag (r);merénylet
Anschlag (r);költségvetés
anschlagen;ráfog (fegyvert)
anschlagen;odaver
anschlagen;megüt
anschlagen;hirdet
anschlagen;adogat (sp)
anschlagen s.;megüti magát
anschleichen;odalopózik
anschließen;mellékel
anschließen;illeszkedik
anschließen;összekapcsol
anschließen;csatol
anschließen s.;csatlakozik
anschließlich;kapcsolatban vmivel
Anschluß (r);társaság
Anschluß (r);ismeretség
Anschluß (r);csatolás
Anschluß (r);csatlakozás
anschmieden;hozzákovácsol
anschmieden;hozzáidomít
anschmiegen s.;hozzásimul
anschmieren;beken
anschmieren;becsap
anschnallen;felcsatol
anschnauzen;ráförmed
anschneiden;felvet (témát)
anschneiden;felvág
anschrauben;rácsavar
anschreiben;felír
anschreien;ráordít
anschreien;rákiabál
Anschrift (e);címzés
anschuldigen;vádol
anschwärzen;befeketít
anschwellen;megduzzaszt
anschwellen;megdagad
anschwellen;megárad
anschwimmen;odaúszik
ansehen;ránéz
Ansehen;megtekintés
Ansehen;tekintély
ansehen;megnéz
Ansehen (s);tekintély
Ansehen (s);megtekintés
ansehnlich;tetemes
ansehnlich;tekintélyes
ansetzen;megszab
ansetzen;elkezd
ansetzen;rátesz
ansetzen;elindít
ansetzen s.;letelepedik
ansetzen s.;lerakódik
Ansicht (e);vélemény
Ansicht (e);szemlélet
Ansicht (e);nézet
Ansicht (e);megtekintés
ansiedeln;telepít
ansiedeln s.;letelepedik
Ansiedler (r);telepes
anspannen;megfeszít
anspannen;befog (lovat)
anspeien;leköp
anspielen;utal
anspielen;játékba kezd
anspielen;céloz
Anspielung (e);utalás
Anspielung (e);célzás
anspitzen;kihegyez
anspornen;sarkall
anspornen;serkent
anspornen;megsarkantyúz
Ansprache (e);megszólítás
Ansprache (e);beszéd
ansprechen;megszólít
ansprengen;meglocsol
anspringen;odavágtat
anspringen;nekiugrik
anspringen;beindul
Anspruch (r);követelés
Anspruch (r);igény
anspruchtslos;igénytelen
anspruchtsvoll;igényes
anstacheln;sarkall
Anstalt (e);intézmény
Anstalt (e);intézet
Anstalten machen;készül vmire
Anstand (r);illem
Anstand (r);aggály
anstandhalber;a tisztesség kedvéért
anstandslos;akadálytalanul
anstarren;rábámul
anstatt;helyett
anstatt +D;helyett
anstatt dass...;hogy...
anstatt dass...;ahelyett
anstatt daß...;ahelyett, hogy...
anstatt meiner;helyettem
anstaumen;megbámul
anständig;tisztességes
anständlich;tetemes
anständlich;tisztességes
anständlich;rendes
anständlich;illedelmes
anständlich;derekas
anstecken;megfertőz
anstecken;feltűz
anstecken;feltüz
anstecken;felgyújt
anstecken s.;megfertőződik
Ansteckung (e);fertőzés
ansteffen;ingerel
anstehen;sort áll
anstehen;áll (közel)
ansteigen;növekedik
ansteigen;emelkedik
anstelle;vmi/vki helyett
anstelle +G;vmi/vki helyett
anstellen;beállít
anstellen;tesz
anstellen;rendez
anstellen;odaállít
anstellen;alkalmaz
anstellen s.;odaáll
anstellen s.;sort áll
anstellen s.;beáll a sorba
anstengen;megerőlteti magát
Anstieg (r);emelkedő
anstiffeb;okoz
anstiffen;odaszegez
anstimmen;rázendít
Anstoß (r);megbotránkozás
Anstoß (r);ütközés
Anstoß (r);lendület
anstoßend;szomszédos
anstoßend;határos
anstößig;megbotránkoztató
anstößig;illetlen
anstreben;törekszik vmire
anstregend;megerőltető
anstreichen;bemázol
anstrengen;megfeszít
anstrengen;megerőltet
Anstrengung (e);erőfeszítés
Anstrich (r);mázolás
Anstrich (r);máz
anströmen;odaözönlik
Ansturm (r);tolongás
Ansturm (r);roham
anstürmen;megrohamoz
Ansuchen;kérvény
Ansuchen;kérelem
Ansuchen (s);kérvény
Ansuchen (s);kérelem
antasten;megérint
Anteil (r);osztályrész
Anteil (r);részvét
Anteil (r);érdeklődés
Antenne (e);antenna
Antike (e);ókor
Antike (e);régiség
Antike (e);antik tárgy
Antiquar (r);régiségkereskedő
Antiquar (r);antikvárius
Antiquariat;antikvárium
Antiquariat (s);antikvárium
Antiquität (e);régiség
Antlitz;arculat
Antlitz (s);arculat
Anton;Antal
Antrag (r);kérelem
Antrag (r);javaslat
Antrag (r);házassági ajánlat
Antrag (r);indítvány
Antrag (r);ajánlat
antragen;odahoz
antragen;javasol
antragen;indítványoz
antragen;felhord
antreffen;találkozik
antreffen;rátalál
antreiben;sarkall
antreiben;siettet
antreiben;serkent
antreiben;hajt
antreten;sorakozik
antreten;vhova beáll
antreten;odalép
Antrieb (r);ösztönzés
Antrieb (r);indítás
Antrieb (r);hajtás
Antritt (r);kezdet
Antritt (r);belépés
antun;ráad
antun;okoz
antun;felöltöztet
antun;elkövet
Antwort (e);válasz
Antwort (e);felelet
antworten;válaszol
antworten;felel
anvertrauen;rábíz
anvertrauen;bizalmasan közöl
anverwandt;rokon
anwachsen;növekedik
anwachsen;összenő
anwachsen;árad
Anwalt (r);ügyvéd
Anwalt (r);ügyvivő
Anwalt (r);ügyész
Anwalt (r);szószóló
Anwalt (r);meghatalmazott
Anwandlung (e);kedv
Anwandlung (e);hangulat
anwärmen;felmelegít
Anwärter (r);várományos
Anwärter (r);jelölt
anweisen;megjelöl
anweisen;utasít
anweisen;tanít
anweisen;kiutal
Anweisung (e);útmutatás
Anweisung (e);utasítás
Anweisung (e);utalvány
Anweisung (e);megjelölés
anwenden;felhasznál
anwenden;vmie fordít
anwenden;alkalmaz
anwerben;szerződtet
anwerben;toboroz
anwerben;kér
anwesend;jelenlevő
Anwesenheit (e);jelenlét
anwidern;undorít
Anwuchs (r);szaporodás
Anwuchs (r);növekedés
anwurzeln;gyökeret ver
Anzahl (e);sokaság
Anzahl (e);mennyiség
Anzahl (e);darabszám
Anzahlung (e);foglaló
Anzahlung (e);előleg
anzapfen;megcsapol
anzapfen;csapra ver
Anzeichen;ismertetőjel
Anzeichen;előjel
Anzeichen (s);ismertetőjel
Anzeichen (s);előjel
Anzeige (e);újsághirdetés
Anzeige (e);feljelentés
anzeigen;hirdet
anzeigen;közöl
anzeigen;feljelent
anzeigen;bejelent
anziehen;felöltöztet
anziehen;odavonul
anziehen;vonz
anziehen;meghúz
anziehen;felvesz
anziehen;felhúz
anziehen s.;felöltözködik
anziehen s.;felöltözik
Anzug (r);közlekedés
Anzug (r);öltöny
Anzug (r);első lépés (sakk)
anzüglich;személyeskedő
anzüglich;célzatos
anzünden;felgyújt
anzweifeln;kétségbe von
Apfel (r);alma
Apfelkuchen (r);almás lepény
Apfelmus (r);almapüré
Apfelmus (r);almalekvár
Apfelsine;narancs
Apfelsine (s);narancs
Apostel (r);apostol
Apostroph (r);hiányjel
Apotheke (e);gyógyszertár
Apotheker (r);gyógyszerész
Apparat (r);berendezés
Apparat (r);készülék
Apparat (r);müszer
Apparat (r);szerkezet
Apparat (r);apparátus
Appell (r);sorakozó
Appell (r);szózat
Appell (r);fellebbezés
Appell (r);felhívás
appellieren;fellebbez
appellieren;appellál
Appetit (r);étvágy
appetitlich;gusztusos
appetitlich;kívánatos
appetitlich;étvágygerjesztő
applaudieren;tapsol
Applaus (r);taps
Aprikose (e);sárgabarack
Aprikose (e);kajszibarack
April (r);április
Araber (r);arab (ember)
arabisch;arab
Arbeit (e);mü
Arbeit (e);munka
Arbeit (e);feladat
arbeiten;működik
arbeiten;megmunkál
arbeiten;müködik
arbeiten;dolgozik
Arbeiter (r);munkás
Arbeitgeber (r);munkaadó
Arbeitheim;munkásszálló
Arbeitheim (s);munkásszálló
Arbeitnehmer (r);munkavállaló
arbeitsam;tevékeny
arbeitsam;dolgos
Arbeitsbuch;munkakönyv
Arbeitsbuch (s);munkakönyv
Arbeitsklima;munkahelyi légkör
Arbeitsklima (s);munkahelyi légkör
Arbeitskraft (e);munkaerő
Arbeitskreis (r);munkaterület
Arbeitskreis (r);munkakör
Arbeitslohn (r);munkabér
arbeitslos;munkanélküli
Arbeitslust (e);munkakedv
arbeitspflichtig;munkaköteles
Arbeitsplatz (r);munkahely
arbeitsscheu;munkakerülő
Arbeitstag (r);munkanap
arbeitstüchtig;munkabíró
arbeitsunfähig;munkaképtelen
Arbeitszeit (e);munkaidő
Arbeitszimmer;dolgozószoba
Archäologie (e);régészet
Arche (e);bárka
Architekt (r);építész
Architektur (e);építészet
Archiv;levéltár
Archiv;archivum
Archiv (s);levéltár
Archiv (s);archivum
Archivar (r);levéltáros
arg;nagyon súlyos
arg;gonosz
Argebtinier (r);argentin (ember)
Argentinien;Argentina
argentinisch;argentin
arger Fehler;durva hiba
Arglist (e);álnokság
arglos;jámbor
arglos;gyanútlan
arglos;ártatlan
Argument;érv
Argument (s);érv
argumentieren;érvel
Argwohn (r);gyanú
argwöhnen;gyanít
argwöhnen;gyanakodik
argwöhnisch;gyanakvó
Arie (e);ária
Arithmetik (e);aritmetika
Arkade (e);árkád
arm;szegény
Arm (r);kar
Arm (r);ág (folyó)
arm an etw.;vmiben szegény
armanisch;örmény
Armband;karkötő
Armband (s);karkötő
Armbanduhr (e);karóra
Armbinde (e);karszalag
Arme (r)(e);szegény
Armee (e);hadsereg
Armenier (r);örmény (ember)
Armhöhle (e);hónalj
Armleuchter (r);karos gyertyatartó
Armrelf (r);karperec
armselig;szegényes
Armstuhl (r);karosszék
Armut (e);szegénység
Aroma;aroma
Aroma (s);aroma
arragieren;elrendez
Arrest (r);fogság
Arrest (r);bezárás
Arsenal;arzenál
Arsenal (s);arzenál
Art (e);jelleg
Art (e);mód
Art (e);viselkedés
Art (e);természet
Art (e);magatartás
Art (e);fajta
Arterie (e);artéria
artig;illedelmes
Artikel (r);névelő
Artikel (r);fejezet
Artikel (r);cikk
Artikel (r);árucikk
Artillerie (e);tüzérség
Arznei (e);gyógyszer
Arzt (r);orvos
Arzt (r);doktor
As;ász
As (s);ász
Asche (e);hamu
Aschenbecher (r);hamutartó
aschgrau;hamuszürke
Asiat (r);ázsiai (ember)
asiatisch;ázsiai
Asien;Ázsia
Aspekt (r);kilátás
Aspekt (r);szemszög
Aspekt (r);előjel
Assistent (r);asszisztens
Assistent (r);tanársegéd
Assistent (r);munkatárs
Assistent (r);adjunktus
Assistentin (e);asszisztensnő
assozieren;társít
assozieren;párosít
assozieren;asszociál
Ast (r);ág
Astronaut (r);ürhajós
Astronaut (r);asztronauta
Astronautik (e);ürhajózás
Astronom (r);csillagász
Astronom (r);asztronómus
Asyl;menhely
Asyl;menedék
Asyl (s);menhely
Asyl (s);menedék
Atelier;műterem
Atelier (s);müterem
Atem (r);lélegzet
Atem (r);lehelet
Atem (r);légzés
Atem holen;lélegzetet vesz
atemlos;lélekszakadva
Atemweg (r);légutak
Atemzug (r);lélegzetvétel
athenisch;athéni
Athlet (r);atléta
Athletik (e);atlétika
Atlantik (r);Atlanti-óceán
atlantisch;atlanti
atmen;lélegzik
atmen;terjeszt
atmen;lehel
atmen;liheg
atmen;áraszt
Atmosphäre (e);légkör
Atmosphäre (e);atmoszféra
Atmung (e);légzés
Atom;atom
Atom (s);atom
atomisieren;atomizál
Atrozität (e);kegyetlenség
Attacke (e);roham
Attentat;merénylet
Attentat (s);merénylet
Attentäter (r);merénylő
Attest;tanúsítvány
Attest (s);tanúsítvány
au;jaj
Au (e);rét
Au (e);liget
auch;még ... is
auch;is
auch gut !;így is jó !
auch wenn ...;még akkor is
Audienz (e);kihallgatás
Audienz (e);audencia
Auerhahn (r);fajdkakas
auf;-re
auf;-ra
auf;-on
auf;-en
auf;- ön
auf +A;-ra, -re
auf +D;-on, -en,- ön
auf allen vieren gehen;négykézláb megy
auf allgemeines Verlangen;közkívánatra
auf bald !;viszont látásra !
auf Borg;hitelre
auf das kürzeste;legrövidebben
auf das kürzeste;leghamarabb
auf dem Holzweg sein;rossz úton
auf dem Holzweg sein;nyomon jár
auf dem laufenden sein;jólértesült
auf dem Punkt sein;már ott tart
auf dem Punkt sein;azon a ponton van
auf dem Punkt stehen;már ott tart
auf dem Punkt stehen;azon a ponton van
auf dem Spielplan stehen;műsoron van
auf den Beinen sein;talpon van
auf den Busch klopfen;puhatolózik
auf den Gedanken geraden;eszébe jut
auf den Hund kommen;lezüllik
auf den Leim gehen;lépre megy
auf den Mann;fejenként
auf den Spielplan sitzen;műsorra tűz
auf der Durchreise;átutazóban
auf der Hut sein;résen van
auf der Stelle;azonnal
auf der Universität;az egyetemen
auf deutsch;németül
auf die Beine kommen;talpra áll
auf die Beine kommen;összeszedi magát
auf die Dauer;hosszabb időre
auf die Gefahr hin, dass ...;azt kockáztatva. hogy ...
auf die Spur bringen;nyomra vezet
auf diese Art;ily módon
auf Ehre !;szavamra !
auf Ehre und Gewissen !;szavamra !
auf ein Haar;szakasztott
auf ein Haar;pontosan
auf eine Spanne Zeit;egy kis időre
auf einen Schub;egy dobásra (tekézésnél)
auf einige Faust;saját szakállára
auf einmal;egyszerre csak
auf etw. bestehen;ragaszkodik vmihez
auf etw. dringen;sürget vmit
auf etw. eingehen;belemegy vmibe
auf etw. eingehen;beleegyezik
auf etw. halten;tart vmire
auf etw. hin;vminek alapján
auf etw. hinarbeiten;törekszik vmire
auf etw. husten;fütyül vmire
auf etw. sinnen;tervel vmit
auf etw. sinnen;forral vmit
auf etw. verlegen sich;vmire adja magát
auf etw. verlegen sich;nekifekszik vminek
auf etw. versessen;megbolondul vmiért
auf etw. vertrösten;kecsegtet
auf etw. vertrösten;áltat vmivel
auf etw. verzichten;lemond vmiről
auf etw. verzichten;eláll vmitől
auf etw. viel geben;sokra tart vmit
auf etw. Wert legen;súlyt helyez vmire
auf etw. Wert legen;fontosnak tart vmit
auf etw./jm. verlassen sich;megbízik vmiben/vkiben
auf ewig;örökre
auf frischer Tat ergreifen;tetten ér
auf Grund dessen, dass ...;hogy ...
auf Grund dessen, dass ...;annak alapján
auf Grund dessen, daß ...;annak alapján, hogy ...
auf gutem Fuße stehen mit jm.;jóban van vkivel
auf Händen und Füßen;négykézláb
auf hoher See;nyílt tengeren
auf Ihr Wohl !;egészségére !
auf immer;örökre
auf immer;mindenkorra
auf jeden Fall;mindenesetre
auf jm. beruhen;függ vkitől
auf jm. lasten;terhel vkit
auf jm. lasten;ránehezedik vkire
auf jn. herabsehen;megvet
auf jn. herabsehen;lenéz vkit
auf jn. ungehalten sein;neheztel vkire
auf jn. vertrauen;megbízik vkiben
auf jn./etw. halten;becsül vkit/vmit
auf keine Weise;semmiképp
auf nüchternen Magen;éhgyomorra
auf Probe setzen;próbára tesz
auf Schritt und Tritt;lépten-nyomon
auf seine Kosten kommen;megtalálja a számítását
auf Sicht zahlan;látra fizetendő
auf und ab;ide-oda
auf und ab;fel és alá
auf und nieder;ide-oda
auf und nieder;fel-le
auf und nieder;fel s alá
auf Weg und Steg;úton-útfélen
auf Wiederhören !;viszonthallásra !
auf Wiedersehen !;viszont látásra !
auf Wiedersehen !;a viszontlátásra !
auf/für alle Fälle;mindenesetre
aufarbeiten;feldolgoz
aufatmen;fellélegzik
Aufbau (r);felépítés
Aufbau (r);építmény
aufbäumen (s.);fellázad vmi ellen
aufbäumen (s.);vonakodik vmitől
aufbäumen (s.);ágaskodik
aufbehalten;fenntart
aufbehalten;fennhagy
aufbewahren;megőriz
aufbewahren;eltesz
aufbieten;felszólít
aufbieten;felhív
aufbieten;felhasznál
aufbieten;kihirdet
aufbieten;bevet
aufbinden;felold
aufbinden;ráakaszt (átv.)
aufbinden;rásóz
aufbinden;ráakaszt
aufbinden;megold
aufbinden;felköt
aufblitzen;felvillan
aufblitzen;felragyog
aufblühen;felvirágzik
aufbrauchen;felhasznál
aufbrauchen;elfogyaszt
aufbrechen;feltör /felfakad
aufbrechen;útra kel
aufbrechen;elindul
aufbringen;felnyit
aufbringen;előteremt
aufbringen;felingerel
aufbringen;divatba hoz
Aufbruch (r);feltörés /felfakadás
Aufbruch (r);ugar
Aufbruch (r);elindulás
